window_idx,sample_idx,raw_ir,reconstructed_ir,abs_error
21,45,77720.000000,77743.743091,23.743091
21,46,77723.000000,77743.393007,20.393007
21,47,77725.000000,77742.652469,17.652469
21,48,77726.000000,77746.811340,20.811340
21,49,77727.000000,77751.342223,24.342223
21,50,77726.000000,77749.909999,23.909999
21,51,77728.000000,77747.038909,19.038909
21,52,77728.000000,77744.127314,16.127314
21,53,77728.000000,77744.501802,16.501802
21,54,77729.000000,77747.591741,18.591741
21,55,77728.000000,77747.691208,19.691208
21,56,77729.000000,77748.324975,19.324975
21,57,77727.000000,77750.558388,23.558388
21,58,77728.000000,77750.112868,22.112868
21,59,77733.000000,77748.592086,15.592086
21,60,77730.000000,77745.038235,15.038235
21,61,77730.000000,77746.308224,16.308224
21,62,77730.000000,77749.327975,19.327975
21,63,77730.000000,77749.464512,19.464512
22,0,77720.000000,77749.464512,29.464512
22,1,77721.000000,77749.154459,28.154459
22,2,77720.000000,77743.778323,23.778323
22,3,77721.000000,77749.689303,28.689303
22,4,77718.000000,77745.678206,27.678206
22,5,77723.000000,77749.646661,26.646661
22,6,77725.000000,77751.252542,26.252542
22,7,77724.000000,77753.081750,29.081750
22,8,77722.000000,77757.198224,35.198224
22,9,77727.000000,77764.340095,37.340095
22,10,77729.000000,77765.356445,36.356445
22,11,77731.000000,77764.359180,33.359180
22,12,77730.000000,77764.404266,34.404266
22,13,77736.000000,77769.558619,33.558619
22,14,77738.000000,77772.204842,34.204842
22,15,77741.000000,77771.183021,30.183021
22,16,77743.000000,77773.304943,30.304943
22,17,77747.000000,77774.413905,27.413905
22,18,77746.000000,77779.848722,33.848722
22,19,77747.000000,77782.644952,35.644952
22,20,77746.000000,77776.532293,30.532293
22,21,77746.000000,77777.726564,31.726564
22,22,77746.000000,77772.344367,26.344367
22,23,77747.000000,77776.031161,29.031161
22,24,77751.000000,77767.718065,16.718065
22,25,77756.000000,77771.873238,15.873238
22,26,77753.000000,77771.089968,18.089968
22,27,77749.000000,77764.057353,15.057353
22,28,77753.000000,77768.929114,15.929114
22,29,77754.000000,77770.268182,16.268182
22,30,77747.000000,77764.319576,17.319576
22,31,77743.000000,77758.827802,15.827802
22,32,77742.000000,77756.741118,14.741118
22,33,77739.000000,77753.386421,14.386421
22,34,77743.000000,77754.274685,11.274685
22,35,77738.000000,77748.478115,10.478115
22,36,77736.000000,77748.418755,12.418755
22,37,77739.000000,77749.834761,10.834761
22,38,77738.000000,77752.990868,14.990868
22,39,77738.000000,77750.309454,12.309454
22,40,77735.000000,77748.261345,13.261345
22,41,77739.000000,77752.717475,13.717475
22,42,77742.000000,77747.928329,5.928329
22,43,77742.000000,77749.872516,7.872516
22,44,77745.000000,77750.882514,5.882514
22,45,77745.000000,77751.818064,6.818064
22,46,77747.000000,77756.955004,9.955004
22,47,77745.000000,77753.938791,8.938791
22,48,77746.000000,77762.672692,16.672692
22,49,77745.000000,77760.561430,15.561430
22,50,77747.000000,77761.020269,14.020269
22,51,77745.000000,77757.444503,12.444503
22,52,77748.000000,77759.641732,11.641732
22,53,77750.000000,77760.325348,10.325348
22,54,77747.000000,77761.055800,14.055800
22,55,77746.000000,77759.179674,13.179674
22,56,77743.000000,77765.471185,22.471185
22,57,77745.000000,77767.589769,22.589769
22,58,77748.000000,77771.016191,23.016191
22,59,77751.000000,77775.179904,24.179904
22,60,77748.000000,77770.359259,22.359259
22,61,77748.000000,77774.079079,26.079079
22,62,77751.000000,77772.410419,21.410419
22,63,77751.000000,77773.188231,22.188231
23,0,77740.000000,77773.188231,33.188231
23,1,77744.000000,77772.947010,28.947010
23,2,77742.000000,77770.657236,28.657236
23,3,77741.000000,77769.881672,28.881672
23,4,77741.000000,77770.882735,29.882735
23,5,77741.000000,77771.169389,30.169389
23,6,77743.000000,77777.035685,34.035685
23,7,77742.000000,77775.895783,33.895783
23,8,77742.000000,77777.750057,35.750057
23,9,77744.000000,77779.182957,35.182957
23,10,77745.000000,77783.082033,38.082033
23,11,77743.000000,77780.438844,37.438844
23,12,77745.000000,77780.241467,35.241467
23,13,77745.000000,77784.050732,39.050732
23,14,77744.000000,77784.742262,40.742262
23,15,77750.000000,77789.176174,39.176174
23,16,77750.000000,77783.328382,33.328382
23,17,77751.000000,77784.225025,33.225025
23,18,77755.000000,77784.118898,29.118898
23,19,77756.000000,77785.653212,29.653212
23,20,77755.000000,77785.945757,30.945757
23,21,77756.000000,77790.051937,34.051937
23,22,77756.000000,77790.500711,34.500711
23,23,77758.000000,77791.419310,33.419310
23,24,77758.000000,77791.071950,33.071950
23,25,77757.000000,77787.462933,30.462933
23,26,77756.000000,77783.271258,27.271258
23,27,77755.000000,77784.416906,29.416906
23,28,77755.000000,77783.899593,28.899593
23,29,77751.000000,77781.118819,30.118819
23,30,77750.000000,77784.647460,34.647460
23,31,77746.000000,77780.754801,34.754801
23,32,77747.000000,77779.905237,32.905237
23,33,77745.000000,77771.696165,26.696165
23,34,77747.000000,77774.114321,27.114321
23,35,77745.000000,77772.856945,27.856945
23,36,77745.000000,77777.852516,32.852516
23,37,77741.000000,77774.552277,33.552277
23,38,77747.000000,77774.373419,27.373419
23,39,77745.000000,77774.202150,29.202150
23,40,77747.000000,77772.429229,25.429229
23,41,77746.000000,77769.668495,23.668495
23,42,77747.000000,77769.689249,22.689249
23,43,77751.000000,77771.294364,20.294364
23,44,77752.000000,77774.738703,22.738703
23,45,77749.000000,77776.539032,27.539032
23,46,77749.000000,77774.321465,25.321465
23,47,77746.000000,77770.479407,24.479407
23,48,77746.000000,77769.291219,23.291219
23,49,77746.000000,77770.029408,24.029408
23,50,77750.000000,77773.471037,23.471037
23,51,77749.000000,77775.183333,26.183333
23,52,77756.000000,77782.001595,26.001595
23,53,77755.000000,77783.276710,28.276710
23,54,77758.000000,77783.806757,25.806757
23,55,77755.000000,77779.460146,24.460146
23,56,77755.000000,77786.639949,31.639949
23,57,77755.000000,77784.337287,29.337287
23,58,77754.000000,77787.902373,33.902373
23,59,77753.000000,77789.155587,36.155587
23,60,77755.000000,77790.913868,35.913868
23,61,77753.000000,77788.291798,35.291798
23,62,77752.000000,77786.380059,34.380059
23,63,77747.000000,77780.365073,33.365073
24,0,77741.000000,77780.365073,39.365073
24,1,77744.000000,77780.683324,36.683324
24,2,77743.000000,77776.564284,33.564284
24,3,77739.000000,77780.140520,41.140520
24,4,77742.000000,77782.215883,40.215883
24,5,77745.000000,77781.833028,36.833028
24,6,77743.000000,77776.970668,33.970668
24,7,77741.000000,77776.978983,35.978983
24,8,77745.000000,77783.452955,38.452955
24,9,77746.000000,77786.441290,40.441290
24,10,77744.000000,77785.470926,41.470926
24,11,77746.000000,77787.072753,41.072753
24,12,77749.000000,77796.585363,47.585363
24,13,77751.000000,77795.508205,44.508205
24,14,77753.000000,77794.690196,41.690196
24,15,77755.000000,77792.009638,37.009638
24,16,77753.000000,77792.449685,39.449685
24,17,77753.000000,77785.322388,32.322388
24,18,77751.000000,77789.706940,38.706940
24,19,77752.000000,77787.826926,35.826926
24,20,77755.000000,77789.446631,34.446631
24,21,77759.000000,77793.147137,34.147137
24,22,77757.000000,77799.802918,42.802918
24,23,77757.000000,77801.083076,44.083076
24,24,77753.000000,77798.081725,45.081725
24,25,77750.000000,77795.395944,45.395944
24,26,77746.000000,77795.717908,49.717908
24,27,77737.000000,77788.686130,51.686130
24,28,77739.000000,77781.936114,42.936114
24,29,77736.000000,77783.100855,47.100855
24,30,77738.000000,77784.566229,46.566229
24,31,77738.000000,77789.463615,51.463615
24,32,77739.000000,77793.141202,54.141202
24,33,77741.000000,77800.377026,59.377026
24,34,77742.000000,77801.990623,59.990623
24,35,77741.000000,77805.519301,64.519301
24,36,77746.000000,77807.327955,61.327955
24,37,77745.000000,77805.695273,60.695273
24,38,77747.000000,77803.118889,56.118889
24,39,77743.000000,77798.862692,55.862692
24,40,77744.000000,77807.230102,63.230102
24,41,77746.000000,77808.972050,62.972050
24,42,77745.000000,77810.098605,65.098605
24,43,77745.000000,77810.262351,65.262351
24,44,77751.000000,77820.735238,69.735238
24,45,77751.000000,77817.434590,66.434590
24,46,77752.000000,77820.957035,68.957035
24,47,77756.000000,77816.738470,60.738470
24,48,77754.000000,77816.175606,62.175606
24,49,77757.000000,77815.408173,58.408173
24,50,77753.000000,77818.561081,65.561081
24,51,77761.000000,77822.763554,61.763554
24,52,77758.000000,77818.095673,60.095673
24,53,77759.000000,77822.157005,63.157005
24,54,77759.000000,77825.491097,66.491097
24,55,77762.000000,77829.645224,67.645224
24,56,77763.000000,77819.571689,56.571689
24,57,77764.000000,77819.709195,55.709195
24,58,77764.000000,77819.188123,55.188123
24,59,77766.000000,77819.203704,53.203704
24,60,77767.000000,77813.391850,46.391850
24,61,77762.000000,77815.035364,53.035364
24,62,77756.000000,77813.303524,57.303524
24,63,77756.000000,77815.960213,59.960213
25,0,77752.000000,77815.960213,63.960213
25,1,77751.000000,77813.343802,62.343802
25,2,77754.000000,77819.572626,65.572626
25,3,77754.000000,77822.847800,68.847800
25,4,77754.000000,77823.756242,69.756242
25,5,77751.000000,77821.556721,70.556721
25,6,77756.000000,77821.337311,65.337311
25,7,77754.000000,77822.855962,68.855962
25,8,77755.000000,77820.433499,65.433499
25,9,77758.000000,77823.671512,65.671512
25,10,77757.000000,77829.661992,72.661992
25,11,77759.000000,77827.771772,68.771772
25,12,77761.000000,77831.045302,70.045302
25,13,77760.000000,77831.122241,71.122241
25,14,77762.000000,77828.264443,66.264443
25,15,77762.000000,77826.493672,64.493672
25,16,77763.000000,77825.215758,62.215758
25,17,77765.000000,77827.823983,62.823983
25,18,77763.000000,77826.770812,63.770812
25,19,77763.000000,77827.232553,64.232553
25,20,77765.000000,77829.515218,64.515218
25,21,77762.000000,77825.132285,63.132285
25,22,77759.000000,77823.804246,64.804246
25,23,77761.000000,77821.581733,60.581733
25,24,77755.000000,77818.798642,63.798642
25,25,77751.000000,77817.365205,66.365205
25,26,77747.000000,77815.435804,68.435804
25,27,77747.000000,77817.548715,70.548715
25,28,77743.000000,77816.884202,73.884202
25,29,77743.000000,77814.870944,71.870944
25,30,77746.000000,77814.743258,68.743258
25,31,77748.000000,77816.210033,68.210033
25,32,77748.000000,77813.221730,65.221730
25,33,77747.000000,77815.353085,68.353085
25,34,77748.000000,77812.749543,64.749543
25,35,77749.000000,77816.865273,67.865273
25,36,77749.000000,77819.193607,70.193607
25,37,77750.000000,77818.465092,68.465092
25,38,77752.000000,77822.167012,70.167012
25,39,77751.000000,77821.847866,70.847866
25,40,77750.000000,77823.721827,73.721827
25,41,77747.000000,77821.615760,74.615760
25,42,77749.000000,77819.542111,70.542111
25,43,77753.000000,77824.601770,71.601770
25,44,77748.000000,77820.300596,72.300596
25,45,77755.000000,77826.047152,71.047152
25,46,77753.000000,77828.327259,75.327259
25,47,77757.000000,77828.822117,71.822117
25,48,77759.000000,77829.431682,70.431682
25,49,77758.000000,77828.548705,70.548705
25,50,77753.000000,77829.069182,76.069182
25,51,77755.000000,77826.438540,71.438540
25,52,77754.000000,77826.981543,72.981543
25,53,77757.000000,77830.445198,73.445198
25,54,77759.000000,77830.959342,71.959342
25,55,77760.000000,77829.443675,69.443675
25,56,77759.000000,77830.283783,71.283783
25,57,77756.000000,77825.073005,69.073005
25,58,77751.000000,77818.910303,67.910303
25,59,77746.000000,77817.125660,71.125660
25,60,77742.000000,77815.201542,73.201542
25,61,77742.000000,77815.450421,73.450421
25,62,77741.000000,77812.404499,71.404499
25,63,77744.000000,77818.988142,74.988142
26,0,77747.000000,77818.988142,71.988142
26,1,77749.000000,77821.038415,72.038415
26,2,77751.000000,77820.361609,69.361609
26,3,77752.000000,77818.783546,66.783546
26,4,77752.000000,77818.818801,66.818801
26,5,77754.000000,77823.686091,69.686091
26,6,77756.000000,77825.566089,69.566089
26,7,77757.000000,77830.856710,73.856710
26,8,77760.000000,77832.842977,72.842977
26,9,77767.000000,77835.188168,68.188168
26,10,77764.000000,77832.385035,68.385035
26,11,77763.000000,77829.195285,66.195285
26,12,77765.000000,77831.017476,66.017476
26,13,77763.000000,77830.331504,67.331504
26,14,77761.000000,77829.574536,68.574536
26,15,77765.000000,77834.907694,69.907694
26,16,77763.000000,77838.714939,75.714939
26,17,77765.000000,77840.037128,75.037128
26,18,77759.000000,77839.187245,80.187245
26,19,77753.000000,77836.845600,83.845600
26,20,77749.000000,77833.685686,84.685686
26,21,77747.000000,77824.515321,77.515321
26,22,77747.000000,77821.394327,74.394327
26,23,77744.000000,77819.848505,75.848505
26,24,77745.000000,77818.019733,73.019733
26,25,77740.000000,77817.907998,77.907998
26,26,77744.000000,77823.752237,79.752237
26,27,77743.000000,77823.190265,80.190265
26,28,77740.000000,77818.415048,78.415048
26,29,77743.000000,77824.104976,81.104976
26,30,77749.000000,77826.924752,77.924752
26,31,77747.000000,77820.199286,73.199286
26,32,77753.000000,77818.970493,65.970493
26,33,77757.000000,77828.525057,71.525057
26,34,77756.000000,77825.008801,69.008801
26,35,77756.000000,77826.966922,70.966922
26,36,77757.000000,77830.230318,73.230318
26,37,77755.000000,77828.741755,73.741755
26,38,77757.000000,77824.599775,67.599775
26,39,77760.000000,77822.500138,62.500138
26,40,77762.000000,77826.149779,64.149779
26,41,77761.000000,77826.894359,65.894359
26,42,77765.000000,77828.938090,63.938090
26,43,77766.000000,77833.395807,67.395807
26,44,77767.000000,77839.279574,72.279574
26,45,77772.000000,77837.257518,65.257518
26,46,77776.000000,77837.141899,61.141899
26,47,77775.000000,77835.135042,60.135042
26,48,77774.000000,77829.946940,55.946940
26,49,77772.000000,77822.537007,50.537007
26,50,77774.000000,77825.479158,51.479158
26,51,77776.000000,77823.630288,47.630288
26,52,77778.000000,77822.439110,44.439110
26,53,77781.000000,77828.840341,47.840341
26,54,77776.000000,77829.987091,53.987091
26,55,77773.000000,77828.802482,55.802482
26,56,77761.000000,77828.182732,67.182732
26,57,77761.000000,77826.714313,65.714313
26,58,77758.000000,77824.548139,66.548139
26,59,77763.000000,77825.558668,62.558668
26,60,77760.000000,77819.717884,59.717884
26,61,77760.000000,77824.033775,64.033775
26,62,77761.000000,77827.140679,66.140679
26,63,77755.000000,77827.104687,72.104687
27,0,77770.000000,77827.104687,57.104687
27,1,77774.000000,77831.943919,57.943919
27,2,77774.000000,77830.600291,56.600291
27,3,77777.000000,77832.495343,55.495343
27,4,77778.000000,77827.454868,49.454868
27,5,77780.000000,77827.184640,47.184640
27,6,77777.000000,77826.864405,49.864405
27,7,77779.000000,77831.712808,52.712808
27,8,77782.000000,77823.583511,41.583511
27,9,77783.000000,77823.803115,40.803115
27,10,77785.000000,77826.555740,41.555740
27,11,77787.000000,77827.693443,40.693443
27,12,77788.000000,77828.434153,40.434153
27,13,77792.000000,77833.960750,41.960750
27,14,77791.000000,77834.818043,43.818043
27,15,77789.000000,77829.986449,40.986449
27,16,77786.000000,77832.356740,46.356740
27,17,77780.000000,77831.421207,51.421207
27,18,77778.000000,77821.439612,43.439612
27,19,77774.000000,77821.890464,47.890464
27,20,77772.000000,77820.596987,48.596987
27,21,77772.000000,77821.029477,49.029477
27,22,77775.000000,77818.976809,43.976809
27,23,77773.000000,77823.613053,50.613053
27,24,77773.000000,77821.154875,48.154875
27,25,77778.000000,77824.152963,46.152963
27,26,77782.000000,77830.218907,48.218907
27,27,77786.000000,77832.267585,46.267585
27,28,77783.000000,77826.600879,43.600879
27,29,77779.000000,77821.246185,42.246185
27,30,77780.000000,77820.736210,40.736210
27,31,77784.000000,77818.540612,34.540612
27,32,77785.000000,77823.067634,38.067634
27,33,77787.000000,77817.592840,30.592840
27,34,77787.000000,77818.208420,31.208420
27,35,77791.000000,77818.503187,27.503187
27,36,77790.000000,77817.664844,27.664844
27,37,77792.000000,77816.912407,24.912407
27,38,77792.000000,77816.531682,24.531682
27,39,77792.000000,77814.316053,22.316053
27,40,77789.000000,77808.742583,19.742583
27,41,77790.000000,77813.465050,23.465050
27,42,77792.000000,77807.767799,15.767799
27,43,77792.000000,77805.866006,13.866006
27,44,77793.000000,77810.462363,17.462363
27,45,77797.000000,77818.137525,21.137525
27,46,77799.000000,77814.868924,15.868924
27,47,77797.000000,77818.313366,21.313366
27,48,77796.000000,77819.959355,23.959355
27,49,77789.000000,77811.436953,22.436953
27,50,77782.000000,77810.004454,28.004454
27,51,77779.000000,77812.425264,33.425264
27,52,77772.000000,77804.965674,32.965674
27,53,77771.000000,77799.606640,28.606640
27,54,77773.000000,77798.659973,25.659973
27,55,77775.000000,77799.235408,24.235408
27,56,77777.000000,77797.670303,20.670303
27,57,77777.000000,77804.993797,27.993797
27,58,77775.000000,77803.523264,28.523264
27,59,77777.000000,77805.154568,28.154568
27,60,77784.000000,77805.343733,21.343733
27,61,77791.000000,77811.423250,20.423250
27,62,77789.000000,77807.553470,18.553470
27,63,77791.000000,77808.461924,17.461924
28,0,77799.000000,77808.461924,9.461924
28,1,77796.000000,77797.240967,1.240967
28,2,77798.000000,77797.305239,0.694761
28,3,77802.000000,77804.411830,2.411830
28,4,77802.000000,77806.344044,4.344044
28,5,77806.000000,77801.707156,4.292844
28,6,77808.000000,77804.477730,3.522270
28,7,77810.000000,77812.241215,2.241215
28,8,77812.000000,77813.583766,1.583766
28,9,77812.000000,77810.765967,1.234033
28,10,77810.000000,77809.852556,0.147444
28,11,77809.000000,77813.526089,4.526089
28,12,77806.000000,77810.291922,4.291922
28,13,77801.000000,77807.180243,6.180243
28,14,77802.000000,77801.584105,0.415895
28,15,77803.000000,77804.936168,1.936168
28,16,77805.000000,77816.258980,11.258980
28,17,77816.000000,77822.447995,6.447995
28,18,77820.000000,77819.330844,0.669156
28,19,77818.000000,77824.992558,6.992558
28,20,77827.000000,77842.532936,15.532936
28,21,77828.000000,77838.555819,10.555819
28,22,77834.000000,77832.054298,1.945702
28,23,77833.000000,77839.388406,6.388406
28,24,77838.000000,77840.883027,2.883027
28,25,77836.000000,77835.571035,0.428965
28,26,77840.000000,77830.231751,9.768249
28,27,77842.000000,77835.484162,6.515838
28,28,77848.000000,77843.298611,4.701389
28,29,77847.000000,77841.690951,5.309049
28,30,77851.000000,77841.413764,9.586236
28,31,77852.000000,77843.076397,8.923603
28,32,77858.000000,77847.183778,10.816222
28,33,77862.000000,77853.142601,8.857399
28,34,77870.000000,77853.054505,16.945495
28,35,77870.000000,77850.595598,19.404402
28,36,77875.000000,77859.003647,15.996353
28,37,77877.000000,77864.983577,12.016423
28,38,77882.000000,77864.841308,17.158692
28,39,77887.000000,77861.974844,25.025156
28,40,77890.000000,77871.490522,18.509478
28,41,77889.000000,77876.781675,12.218325
28,42,77891.000000,77866.332868,24.667132
28,43,77893.000000,77864.789196,28.210804
28,44,77889.000000,77868.718029,20.281971
28,45,77890.000000,77874.033455,15.966545
28,46,77888.000000,77870.657762,17.342238
28,47,77888.000000,77865.647645,22.352355
28,48,77892.000000,77874.912779,17.087221
28,49,77896.000000,77878.769752,17.230248
28,50,77896.000000,77874.969231,21.030769
28,51,77896.000000,77876.461916,19.538084
28,52,77899.000000,77878.857837,20.142163
28,53,77895.000000,77880.787451,14.212549
28,54,77895.000000,77877.402948,17.597052
28,55,77892.000000,77876.188959,15.811041
28,56,77895.000000,77876.157734,18.842266
28,57,77893.000000,77879.514389,13.485611
28,58,77892.000000,77885.667219,6.332781
28,59,77897.000000,77879.073896,17.926104
28,60,77896.000000,77875.644378,20.355622
28,61,77901.000000,77888.343783,12.656217
28,62,77903.000000,77887.360351,15.639649
28,63,77904.000000,77881.640506,22.359494
29,0,77922.000000,77881.640506,40.359494
29,1,77926.000000,77885.336978,40.663022
29,2,77931.000000,77885.311144,45.688856
29,3,77931.000000,77885.915842,45.084158
29,4,77929.000000,77881.413153,47.586847
29,5,77921.000000,77877.528211,43.471789
29,6,77918.000000,77872.414269,45.585731
29,7,77917.000000,77870.940522,46.059478
29,8,77918.000000,77873.256912,44.743088
29,9,77921.000000,77874.819807,46.180193
29,10,77917.000000,77872.456210,44.543790
29,11,77919.000000,77872.491810,46.508190
29,12,77918.000000,77880.700373,37.299627
29,13,77920.000000,77881.398096,38.601904
29,14,77921.000000,77876.399344,44.600656
29,15,77920.000000,77875.736218,44.263782
29,16,77920.000000,77874.526288,45.473712
29,17,77922.000000,77872.464577,49.535423
29,18,77921.000000,77875.999875,45.000125
29,19,77922.000000,77882.680402,39.319598
29,20,77924.000000,77884.050973,39.949027
29,21,77923.000000,77881.822769,41.177231
29,22,77927.000000,77885.132407,41.867593
29,23,77930.000000,77890.500020,39.499980
29,24,77931.000000,77890.661022,40.338978
29,25,77924.000000,77889.579091,34.420909
29,26,77926.000000,77895.598357,30.401643
29,27,77931.000000,77896.550474,34.449526
29,28,77934.000000,77894.302415,39.697585
29,29,77933.000000,77897.163446,35.836554
29,30,77936.000000,77900.186081,35.813919
29,31,77936.000000,77896.752105,39.247895
29,32,77933.000000,77889.852420,43.147580
29,33,77930.000000,77886.866942,43.133058
29,34,77928.000000,77882.568814,45.431186
29,35,77932.000000,77883.973156,48.026844
29,36,77930.000000,77883.674271,46.325729
29,37,77930.000000,77883.771794,46.228206
29,38,77928.000000,77878.607106,49.392894
29,39,77920.000000,77871.642450,48.357550
29,40,77913.000000,77872.045649,40.954351
29,41,77911.000000,77866.024607,44.975393
29,42,77913.000000,77860.936928,52.063072
29,43,77909.000000,77857.519150,51.480850
29,44,77904.000000,77859.671639,44.328361
29,45,77904.000000,77860.280265,43.719735
29,46,77904.000000,77861.879159,42.120841
29,47,77907.000000,77865.687533,41.312467
29,48,77913.000000,77861.971529,51.028471
29,49,77913.000000,77863.370625,49.629375
29,50,77919.000000,77863.515346,55.484654
29,51,77923.000000,77866.049017,56.950983
29,52,77923.000000,77872.289662,50.710338
29,53,77927.000000,77875.241777,51.758223
29,54,77928.000000,77881.986971,46.013029
29,55,77929.000000,77882.299404,46.700596
29,56,77930.000000,77885.430870,44.569130
29,57,77934.000000,77888.105709,45.894291
29,58,77942.000000,77889.899089,52.100911
29,59,77944.000000,77895.518751,48.481249
29,60,77949.000000,77896.525244,52.474756
29,61,77954.000000,77901.824107,52.175893
29,62,77951.000000,77902.142554,48.857446
29,63,77958.000000,77910.382883,47.617117
30,0,77968.000000,77910.382883,57.617117
30,1,77966.000000,77910.223189,55.776811
30,2,77967.000000,77916.269781,50.730219
30,3,77968.000000,77919.718686,48.281314
30,4,77972.000000,77923.133638,48.866362
30,5,77976.000000,77925.646785,50.353215
30,6,77979.000000,77921.578065,57.421935
30,7,77979.000000,77923.302676,55.697324
30,8,77982.000000,77920.709610,61.290390
30,9,77978.000000,77919.541198,58.458802
30,10,77981.000000,77922.511979,58.488021
30,11,77983.000000,77925.101810,57.898190
30,12,77983.000000,77927.828050,55.171950
30,13,77986.000000,77929.409861,56.590139
30,14,77987.000000,77932.928720,54.071280
30,15,77990.000000,77932.449982,57.550018
30,16,77995.000000,77932.081234,62.918766
30,17,77992.000000,77929.740175,62.259825
30,18,77998.000000,77931.512772,66.487228
30,19,78000.000000,77934.658762,65.341238
30,20,78006.000000,77941.474823,64.525177
30,21,78005.000000,77939.956472,65.043528
30,22,78007.000000,77947.803234,59.196766
30,23,78007.000000,77950.335658,56.664342
30,24,78006.000000,77953.748154,52.251846
30,25,78004.000000,77951.726516,52.273484
30,26,78002.000000,77951.839893,50.160107
30,27,78008.000000,77954.623218,53.376782
30,28,78012.000000,77958.255139,53.744861
30,29,78018.000000,77962.184168,55.815832
30,30,78017.000000,77968.719985,48.280015
30,31,78021.000000,77969.916700,51.083300
30,32,78017.000000,77979.698412,37.301588
30,33,78011.000000,77975.005095,35.994905
30,34,78009.000000,77976.852116,32.147884
30,35,78008.000000,77974.949214,33.050786
30,36,78007.000000,77972.214527,34.785473
30,37,78008.000000,77971.820568,36.179432
30,38,78009.000000,77976.031367,32.968633
30,39,78014.000000,77978.664765,35.335235
30,40,78017.000000,77988.617351,28.382649
30,41,78016.000000,77991.001853,24.998147
30,42,78015.000000,77998.645735,16.354265
30,43,78018.000000,78003.912840,14.087160
30,44,78019.000000,78003.932339,15.067661
30,45,78022.000000,78006.628455,15.371545
30,46,78024.000000,78002.395122,21.604878
30,47,78025.000000,78005.907970,19.092030
30,48,78028.000000,78003.927074,24.072926
30,49,78031.000000,78006.392784,24.607216
30,50,78032.000000,78006.127348,25.872652
30,51,78036.000000,78009.141917,26.858083
30,52,78033.000000,78010.672158,22.327842
30,53,78035.000000,78010.238367,24.761633
30,54,78032.000000,78011.885528,20.114472
30,55,78037.000000,78014.908565,22.091435
30,56,78035.000000,78010.651641,24.348359
30,57,78038.000000,78015.564768,22.435232
30,58,78043.000000,78014.756290,28.243710
30,59,78046.000000,78018.425803,27.574197
30,60,78050.000000,78021.475720,28.524280
30,61,78049.000000,78018.622667,30.377333
30,62,78046.000000,78022.485657,23.514343
30,63,78046.000000,78024.215967,21.784033
31,0,78032.000000,78024.215967,7.784033
31,1,78035.000000,78025.630176,9.369824
31,2,78032.000000,78023.933591,8.066409
31,3,78034.000000,78025.995598,8.004402
31,4,78035.000000,78025.354586,9.645414
31,5,78036.000000,78026.075209,9.924791
31,6,78035.000000,78034.003716,0.996284
31,7,78035.000000,78030.785987,4.214013
31,8,78034.000000,78037.369577,3.369577
31,9,78034.000000,78038.557008,4.557008
31,10,78032.000000,78038.127023,6.127023
31,11,78037.000000,78042.525757,5.525757
31,12,78037.000000,78039.159783,2.159783
31,13,78039.000000,78041.248557,2.248557
31,14,78040.000000,78038.678789,1.321211
31,15,78045.000000,78044.478301,0.521699
31,16,78043.000000,78043.280560,0.280560
31,17,78046.000000,78044.526265,1.473735
31,18,78047.000000,78048.021561,1.021561
31,19,78047.000000,78050.474701,3.474701
31,20,78052.000000,78048.109102,3.890898
31,21,78054.000000,78052.793462,1.206538
31,22,78052.000000,78047.189508,4.810492
31,23,78057.000000,78053.643008,3.356992
31,24,78053.000000,78047.127541,5.872459
31,25,78056.000000,78049.931202,6.068798
31,26,78057.000000,78049.493816,7.506184
31,27,78056.000000,78045.243136,10.756864
31,28,78051.000000,78046.812632,4.187368
31,29,78043.000000,78040.545012,2.454988
31,30,78044.000000,78036.543123,7.456877
31,31,78044.000000,78035.813667,8.186333
31,32,78041.000000,78031.208776,9.791224
31,33,78041.000000,78028.254677,12.745323
31,34,78040.000000,78029.339119,10.660881
31,35,78041.000000,78029.957522,11.042478
31,36,78040.000000,78033.372334,6.627666
31,37,78043.000000,78032.094693,10.905307
31,38,78042.000000,78032.005949,9.994051
31,39,78041.000000,78033.244464,7.755536
31,40,78041.000000,78029.520914,11.479086
31,41,78037.000000,78026.930872,10.069128
31,42,78041.000000,78020.539302,20.460698
31,43,78043.000000,78022.783356,20.216644
31,44,78041.000000,78018.912449,22.087551
31,45,78042.000000,78023.351745,18.648255
31,46,78042.000000,78023.568365,18.431635
31,47,78046.000000,78025.933396,20.066604
31,48,78045.000000,78033.098932,11.901068
31,49,78044.000000,78032.915144,11.084856
31,50,78042.000000,78033.067553,8.932447
31,51,78047.000000,78037.431091,9.568909
31,52,78051.000000,78033.221000,17.779000
31,53,78054.000000,78036.724619,17.275381
31,54,78052.000000,78039.945142,12.054858
31,55,78048.000000,78036.872281,11.127719
31,56,78057.000000,78045.051726,11.948274
31,57,78059.000000,78045.544404,13.455596
31,58,78063.000000,78048.468005,14.531995
31,59,78060.000000,78048.256347,11.743653
31,60,78061.000000,78050.490946,10.509054
31,61,78058.000000,78047.285200,10.714800
31,62,78057.000000,78046.884127,10.115873
31,63,78058.000000,78046.455243,11.544757
32,0,78054.000000,78046.455243,7.544757
32,1,78053.000000,78049.070884,3.929116
32,2,78060.000000,78056.045657,3.954343
32,3,78055.000000,78049.883084,5.116916
32,4,78060.000000,78062.470623,2.470623
32,5,78062.000000,78069.092159,7.092159
